Student ID,Date,Student Roll,Challan No,Amount
1210100429,10/02/2023,Fall2000429,230101598,6000
1040400203,10/02/2023,DPT01192020,230100227,14531
1030400078,10/02/2023,BSCS01192006,230100173,8475
1210100697,10/02/2023,Fall2100697,230200649,8000
1030400110,10/02/2023,BSCS01192043,221200204,10500
1030400110,10/02/2023,BSCS01192043,230100204,10500
1120400136,10/02/2023,RIT01192042,221100522,11250
1120400136,10/02/2023,RIT01192042,22100542,11250
1210100902,10/02/2023,Fall2200902,221101576,10502
1210100901,10/02/2023,Fall2200901,221101567,12336
1040200260,10/02/2023,DPT01202028,230100633,18750
1040200250,10/02/2023,DPT01202018,230100625,15000
1050400020,10/02/2023,BSENG01192003,230100256,6250
1050400020,10/02/2023,BSENG01192003,221200256,6250
1110400036,10/02/2023,PSYC01192014,221200068,5050
1210100448,10/02/2023,Fall2000448,230101613,6000
1210100461,10/02/2023,Fall2000461,230101624,6000
1110400033,10/02/2023,PSYC01192010,221200065,6025
1110400033,10/02/2023,PSYC01192010,230100065,6025
1110400049,10/02/2023,PSYC01192027,221200081,6025
1110400049,10/02/2023,PSYC01192027,230100081,6025
1110400049,10/02/2023,PSYC01192027,221100081,6025
1110200091,10/02/2023,PSY01202019,230200266,6562
1100400086,10/02/2023,OTT01192047,230100479,6875
1100400086,10/02/2023,OTT01192047,221200479,6875
1100400069,10/02/2023,OTT01192025,230100462,6875
1070400047,10/02/2023,BSIT01192051,230100373,7125
1070400047,10/02/2023,BSIT01192051,221200373,7125
1020400067,10/02/2023,BSBIO01192008,230100113,7750
1020400067,10/02/2023,BSBIO01192008,221200113,7750
1210100121,10/02/2023,Fall2100121,230200647,8000
1080200102,10/02/2023,MLT01202004,230200185,8125
1030400079,10/02/2023,BSCS01192007,230100174,8475
1030400079,10/02/2023,BSCS01192007,221200174,8475
1130400017,10/02/2023,BSSE01192008,22100556,8950
1030400081,10/02/2023,BSCS01192009,221200176,9150
1030400081,10/02/2023,BSCS01192009,230100176,9150
1030200135,10/02/2023,BSCS01202018,230100595,9750
1030200135,10/02/2023,BSCS01202018,230200051,9750
1070200059,10/02/2023,BSIT01202010,230200164,9750
1070200059,10/02/2023,BSIT01202010,230100708,9750
1120400126,10/02/2023,RIT01192032,230100512,10750
1210100247,10/02/2023,Fall2100247,230100994,12502
1040600175,10/02/2023,DPT01182059,221200046,12525
1040600175,10/02/2023,DPT01182059,230100046,12525
1210100830,10/02/2023,Fall2100830,230101513,14752
1010200093,11/02/2023,BBA01202029,230200498,4000
1080200145,11/02/2023,MLT01202048,230200222,10750
1080200145,11/02/2023,MLT01202048,230100766,10750
1080400097,11/02/2023,MLT01192051,221200439,10625
1080400097,11/02/2023,MLT01192051,230100439,10625
1080200137,13/02/2023,MLT01202040,230200214,10750
1210100449,13/02/2023,Fall2000449,230101614,6000
1100400071,13/02/2023,OTT01192028,230100464,8750
1210100126,13/02/2023,Fall2100126,230101192,17836
1040200262,13/02/2023,DPT01202030,221100647,18750
1210100893,13/02/2023,Fall2100893,221201603,10002
1110400040,13/02/2023,PSYC01192018,230200310,5375
1050400030,13/02/2023,BSENG01192015,22100285,5500
1210100439,13/02/2023,Fall2000439,230101607,6000
1110200080,13/02/2023,PSY01202007,230100804,6562
1110200080,13/02/2023,PSY01202007,221200804,6562
1050200081,13/02/2023,ENG01202025,230200117,7500
1210100880,13/02/2023,Fall2200880,230200454,8000
1020400079,13/02/2023,BSBIO01192025,230101560,8000
1090200037,13/02/2023,MATH01202002,230101568,8000
1120200150,13/02/2023,RIT01202006,230200348,9375
1210100263,13/02/2023,Fall2100263,230101172,10002
1080200125,13/02/2023,MLT01202028,221200748,10750
1060400103,13/02/2023,HND01192025,221200314,12187
1060400103,13/02/2023,HND01192025,230100314,12187
1120200161,13/02/2023,RIT01202020,230200358,13312
1210100190,13/02/2023,Fall2100190,221201021,13752
1210100055,13/02/2023,Fall2100055,230100939,14752
1040400190,13/02/2023,DPT01192005,230100214,15968
1040400190,13/02/2023,DPT01192005,221200214,15968
