Student ID,Date,Student Roll,Challan No,Amount
1030400109,20/04/2023,BSCS01192042,230300653,9150
1030400109,20/04/2023,BSCS01192042,230400529,9150
1070200059,20/04/2023,BSIT01202010,230300932,9750
1070200056,20/04/2023,BSIT01202007,230300930,7500
1040200273,20/04/2023,DPT01202041,230300863,18750
1210100659,20/04/2023,Fall2100659,230301210,5000
1210100659,20/04/2023,Fall2100659,230401323,5000
1210100659,20/04/2023,Fall2100659,230501237,5000
1110400038,20/04/2023,PSYC01192016,230201750,278
1110400038,20/04/2023,PSYC01192016,230300524,5375
1110400067,20/04/2023,PSYC01192048,230201778,139
1110400073,20/04/2023,PSYC01192054,230300559,5375
1050400026,20/04/2023,BSENG01192011,230300250,5500
1110400051,20/04/2023,PSYC01192029,230300537,6350
1110400067,20/04/2023,PSYC01192048,230300553,7000
1120400141,20/04/2023,RIT01192047,230300601,8250
1020400076,20/04/2023,BSBIO01192020,230300233,8750
1030400108,20/04/2023,BSCS01192040,230400528,8812
1120400126,20/04/2023,RIT01192032,230600445,10750
1120400126,20/04/2023,RIT01192032,230400462,10750
1120400126,20/04/2023,RIT01192032,230500462,10750
1060200140,20/04/2023,HND01202014,230300899,11750
1060200171,20/04/2023,HND01202046,230300922,11750
1210100221,20/04/2023,Fall2100221,230401148,12086
