Student ID,Date,Student Roll,Challan No,Amount
1210100479,17/08/2023,Fall2000479,221201422,6999
1060400088,17/08/2023,HND01192009,230201380,1000
1060400088,17/08/2023,HND01192009,230700377,3000
1060400088,17/08/2023,HND01192009,230300321,9000
1060400088,17/08/2023,HND01192009,230600181,9000
1060400088,17/08/2023,HND01192009,230500197,9000
1210100795,17/08/2023,Fall2100795,221201343,24375
1210100780,17/08/2023,Fall2100780,230700846,13752
1010400043,17/08/2023,BBA01192024,230800347,2000
1210100261,17/08/2023,Fall2100261,230501005,13752
1210100261,17/08/2023,Fall2100261,230600986,13752
1210100261,17/08/2023,Fall2100261,230401007,13752
1210100588,17/08/2023,Fall2000588,230200925,10500
1060400091,17/08/2023,HND01192012,230500200,11250
1060400091,17/08/2023,HND01192012,230600184,11250
1210100432,17/08/2023,Fall2000432,230101828,10500
1210100432,17/08/2023,Fall2000432,230201941,10500
1210100824,17/08/2023,Fall2100824,230700855,13169
1210100725,17/08/2023,Fall2100725,230700635,15835
1210100843,17/08/2023,Fall2100843,230700657,10835
1210100941,17/08/2023,Fall2200941,230700816,9586
1070200080,17/08/2023,BSIT01202031,230500784,10125
1210100479,17/08/2023,Fall2000479,230201974,6999
1210100479,17/08/2023,Fall2000479,230101861,6999
1210100479,17/08/2023,Fall2000479,230101633,6000
1210100479,17/08/2023,Fall2000479,230101406,6999
1210100324,17/08/2023,Fall2100324,230301113,12500
1210100819,17/08/2023,Fall2100819,230700802,16919
1210100646,17/08/2023,Fall2100646,230501224,5000
1080400086,17/08/2023,MLT01192039,230700504,3000
1210100355,17/08/2023,Fall2100355,230301131,12500
1210100953,17/08/2023,Fall2200953,230101811,12000
1010400046,17/08/2023,BBA01192027,230500018,7750
1010400046,17/08/2023,BBA01192027,230600018,7750
1120400130,17/08/2023,RIT01192036,230600449,11250
1120400130,17/08/2023,RIT01192036,230500466,11250
1120400130,17/08/2023,RIT01192036,230700249,3000
1040200250,17/08/2023,DPT01202018,230500682,15000
1040200260,17/08/2023,DPT01202028,230500690,18750
1040200260,17/08/2023,DPT01202028,230600673,18750
1040200243,17/08/2023,DPT01202011,230500677,12000
1210100361,17/08/2023,Fall2100361,230200902,10625
1210100361,17/08/2023,Fall2100361,22060020,10625
1210100361,17/08/2023,Fall2100361,230300022,10625
1210100687,17/08/2023,Fall2100687,230800246,10835
1210100687,17/08/2023,Fall2100687,230700831,10835
1210100317,17/08/2023,Fall2100317,230401222,11250
1210100695,17/08/2023,Fall2100695,230700763,11252
1210101031,17/08/2023,Fall2201031,230601293,12000
1210100338,17/08/2023,Fall2100338,230401235,12500
1210100338,17/08/2023,Fall2100338,230301122,12500
1210100809,17/08/2023,Fall2100809,230700849,13752
1210100739,17/08/2023,Fall2100739,230700787,14169
1210100811,17/08/2023,Fall2100811,230700642,16669
1210100802,17/08/2023,Fall2100802,230700798,18752
