Student ID,Date,Student Roll,Challan No,Amount
1130600009,09/05/2023,BSSE01182005,230501339,1500
1130600009,09/05/2023,BSSE01182005,22060623,2000
1070200065,09/05/2023,BSIT01202016,230300935,10125
1070200078,09/05/2023,BSIT01202029,230300946,10125
1100400061,09/05/2023,OTT01192016,230201707,2500
1100400061,09/05/2023,OTT01192016,230300478,7500
1040400197,09/05/2023,DPT01192013,230400569,18000
1040400207,09/05/2023,DPT01192025,230400579,10937
1040400207,09/05/2023,DPT01192025,230500579,10937
1110400032,09/05/2023,PSYC01192009,230400394,7000
1110400032,09/05/2023,PSYC01192009,230500394,7000
1100400060,09/05/2023,OTT01192015,221100454,10000
1100400060,09/05/2023,OTT01192015,221200454,10000
1100400060,09/05/2023,OTT01192015,230100454,10000
1100400060,09/05/2023,OTT01192015,230300477,10000
1100400076,09/05/2023,OTT01192034,230400368,10000
1040800108,09/05/2023,DPT01172051,230501387,3000
1030600052,09/05/2023,BSCS01182024,230501302,1500
1130400015,09/05/2023,BSSE01192005,230501701,2000
1120600081,09/05/2023,RIT01182048,230501449,3000
1120600061,09/05/2023,RIT01182026,230501429,3000
1120600082,09/05/2023,RIT01182049,230501450,3000
1120600048,09/05/2023,RIT01182010,230501417,3000
1040800085,09/05/2023,DPT01172027,230501364,3000
1120600039,09/05/2023,RIT01182001,230501408,3000
1120600043,09/05/2023,RIT01182005,230501412,3000
1120600084,09/05/2023,RIT01182051,230501452,3000
1210100192,09/05/2023,Fall2100192,230501698,4000
1090400020,09/05/2023,MAT01192005,230300448,5125
1050400031,09/05/2023,BSENG01192016,230300255,6250
1050400031,09/05/2023,BSENG01192016,230400131,6250
1210100087,09/05/2023,Fall2100087,230501031,7335
1210100412,09/05/2023,Fall2100412,230301167,7500
1210100120,09/05/2023,Fall2100120,230501673,8000
1210100880,09/05/2023,Fall2200880,230401364,8000
1210100192,09/05/2023,Fall2100192,230501037,8335
1080400061,09/05/2023,MLT01192008,230500281,8906
1130400015,09/05/2023,BSSE01192005,230600467,9750
1130400015,09/05/2023,BSSE01192005,230300608,9750
1130400015,09/05/2023,BSSE01192005,230400484,9750
1070200080,09/05/2023,BSIT01202031,230300948,10125
1130400014,09/05/2023,BSSE01192003,230400483,10150
1210100205,09/05/2023,Fall2100205,230401146,11252
1210100205,09/05/2023,Fall2100205,230501144,11252
1210100205,09/05/2023,Fall2100205,230601125,11252
1210100239,09/05/2023,Fall2100239,230401179,14169
1210100026,09/05/2023,Fall2100026,230501060,14919
1040200236,09/05/2023,DPT01202004,230400674,15000
1210100210,09/05/2023,Fall2100210,230501201,15502
1210100030,09/05/2023,Fall2100030,230501182,17002
1210100120,09/05/2023,Fall2100120,230501169,17836
1210100004,09/05/2023,Fall2100004,230501040,18335
1210100052,09/05/2023,Fall2100052,230501161,18752
