Student ID,Date,Student Roll,Challan No,Amount
1030400105,09/05/2023,BSCS01192036,230700114,1500
1030400078,09/05/2023,BSCS01192006,230500499,8475
1030400078,09/05/2023,BSCS01192006,230600482,8475
1030400078,09/05/2023,BSCS01192006,230400499,8475
1100400080,09/05/2023,OTT01192038,230900322,2000
1100200097,09/05/2023,OTT01202006,230600831,10125
1100400073,09/05/2023,OTT01192031,230900315,2000
1040800122,09/05/2023,DPT01172066,230900319,2000
1040600176,09/05/2023,DPT01182060,230900317,4000
1110200110,09/05/2023,PSY01202038,230500886,7500
1110200110,09/05/2023,PSY01202038,230600867,7500
1040600147,09/05/2023,DPT01182022,230600056,8745
1040600140,09/05/2023,DPT01182014,230600049,9150
1210100308,09/05/2023,Fall2100308,230300021,9750
1210100909,09/05/2023,Fall2200909,230200473,12000
1210100891,09/05/2023,Fall2100891,230700810,16002
