Student ID,Date,Student Roll,Challan No,Amount
1050400045,09/04/2023,BSENG01192036,230500145,5500
1050400045,09/04/2023,BSENG01192036,230600144,5500
1210100295,09/04/2023,Fall2100295,22060004,10500
1210100295,09/04/2023,Fall2100295,230300014,10500
1210100295,09/04/2023,Fall2100295,230200894,10500
1210100678,09/04/2023,Fall2100678,230800028,21669
1100600019,09/04/2023,OTT02182016,230900312,2000
1100600046,09/04/2023,OTT02182049,230900313,2000
1010600018,09/04/2023,BBA01182008,230900314,2000
1210100614,09/04/2023,Fall2000614,230300061,3000
1210100614,09/04/2023,Fall2000614,230101904,3000
1210100614,09/04/2023,Fall2000614,230202017,3000
1210100614,09/04/2023,Fall2000614,230200941,3000
1080200148,09/04/2023,MLT01202051,230600810,10137
1210100839,09/04/2023,Fall2100839,230800184,11252
1210100776,09/04/2023,Fall2100776,230700844,13169
1210100803,09/04/2023,Fall2100803,230700682,15502
1210100002,09/04/2023,Fall2100002,230600989,23669
1100400074,09/04/2023,OTT01192032,230700440,3000
