Student ID,Date,Student Roll,Challan No,Amount
1210100081,Fall2100081,Fall2100081,1034325,31778
1030600035,BSCS01182006,BSCS01182006,1008734,8137
1020400070,BSBIO01192012,BSBIO01192012,1010628,7500
1020400070,BSBIO01192012,BSBIO01192012,1010629,7500
1210100149,Fall2100149,Fall2100149,1034526,14917
1210100149,Fall2100149,Fall2100149,1034527,14917
1210100149,Fall2100149,Fall2100149,1034525,14917
1030600068,BSCS01182041,BSCS01182041,1008868,8475
1110400026,PSYC01192003,PSYC01192003,1012052,7000
1110400026,PSYC01192003,PSYC01192003,1012053,7000
1110400026,PSYC01192003,PSYC01192003,1012051,7000
1110400025,PSYC01192002,PSYC01192002,1012049,6350
1060200160,HND01202035,HND01202035,22061679,2000
1060200160,HND01202035,HND01202035,1013296,11750
1040800093,DPT01172035,DPT01172035,1009724,7925
1120400137,RIT01192043,RIT01192043,1012406,11750
1010400035,BBA01192012,BBA01192012,1010455,7000
1050200067,ENG01202011,ENG01202011,1013072,6250
1050200059,ENG01202003,ENG01202003,1013040,6250
1050200063,ENG01202007,ENG01202007,1013055,6000
1050200063,ENG01202007,ENG01202007,1013056,6000
1050200078,ENG01202022,ENG01202022,1013116,6250
1100600039,OTT02182041,OTT02182041,22072415,100
1060200129,HND01202002,HND01202002,22071047,500
1210100267,Fall2100267,Fall2100267,22062117,2000
1050200058,ENG01202001,ENG01202001,1013036,5000
1050400047,BSENG01192038,BSENG01192038,1011213,5500
1050400047,BSENG01192038,BSENG01192038,1011212,5500
1100600040,OTT02182042,OTT02182042,1009584,5625
1110600013,BSPsy01182008,BSPsy01182008,1008459,7000
1110600013,BSPsy01182008,BSPsy01182008,1008460,7000
1030200158,BSCS01202042,BSCS01202042,1012831,7501
1100600015,OTT02182011,OTT02182011,1009477,8750
1100600015,OTT02182011,OTT02182011,1009478,8750
1060200132,HND01202004,HND01202004,1013183,8750
1060200132,HND01202004,HND01202004,1013184,8750
1020200092,BIO01202007,BIO01202007,1012623,9063
1210100115,Fall2100115,Fall2100115,1034524,10834
1060200129,HND01202002,HND01202002,1013175,11250
1060200129,HND01202002,HND01202002,1013176,11250
1010200069,BBA01202002,BBA01202002,1012467,11250
1010200069,BBA01202002,BBA01202002,1012468,11250
1120200152,RIT01202009,RIT01202009,1014044,11625
1040600176,DPT01182060,DPT01182060,1010064,11850
1210100014,Fall2100014,Fall2100014,1034211,14334
1210100014,Fall2100014,Fall2100014,1034212,14334
1040400211,DPT01192030,DPT01192030,1011012,15250
1040200242,DPT01202010,DPT01202010,1012876,15750
1210100267,Fall2100267,Fall2100267,1034383,21334
1050600012,BSEng001182018,BSEng001182018,22072417,8000
1010200078,BBA01202013,BBA01202013,1012504,9875
1010200078,BBA01202013,BBA01202013,1012503,9875
1210100054,Fall2100054,Fall2100054,1034763,19667
1210100054,Fall2100054,Fall2100054,1034764,19667
1120600077,RIT01182043,RIT01182043,1010360,8425
1050200075,ENG01202019,ENG01202019,1013104,6750
1050200075,ENG01202019,ENG01202019,22061017,2000
1060200161,HND01202036,HND01202036,1013300,12250
1110200117,PSY01202045,PSY01202045,1013993,6750
1110200117,PSY01202045,PSY01202045,1013994,6750
1110200117,PSY01202045,PSY01202045,22061301,2000
1010400031,BBA01192007,BBA01192007,1010441,8750
1120200178,RIT01202038,RIT01202038,1014148,13875
1080600022,MLT01172025,MLT01172025,1009316,7813
1080600034,MLT01172040,MLT01172040,1009363,7813
1050400052,BSENG01192043,BSENG01192043,1011232,6250
1050400052,BSENG01192043,BSENG01192043,1011233,6250
1050400057,BSENG01192050,BSENG01192050,1011252,6250
1050400057,BSENG01192050,BSENG01192050,1011253,6250
1070400031,BSIT01192027,BSIT01192027,1011516,7125
1040600129,DPT01182003,DPT01182003,1009876,11850
1070200054,BSIT01202005,BSIT01202005,1013368,9750
1070200054,BSIT01202005,BSIT01202005,1013367,9750
1050200072,ENG01202016,ENG01202016,1013092,6250
1050200069,ENG01202013,ENG01202013,1013080,6750
1100600026,OTT02182023,OTT02182023,1009524,7500
1100600026,OTT02182023,OTT02182023,1009523,7500
1030400111,BSCS01192044,BSCS01192044,1010869,7800
