Student ID,Date,Student Roll,Challan No,Amount
1120400116,31/05/2023,RIT01192022,230500453,9750
1120400116,31/05/2023,RIT01192022,230600436,9750
1070400045,31/05/2023,BSIT01192047,230400269,8812
1100400057,31/05/2023,OTT01192012,230501863,100
1080600032,31/05/2023,MLT01172036,230501647,3000
1080600025,31/05/2023,MLT01172028,230501640,3000
1110400040,31/05/2023,PSYC01192018,230500402,5375
1020400067,31/05/2023,BSBIO01192008,230500100,7750
1070200082,31/05/2023,BSIT01202033,230400788,9000
1210100432,31/05/2023,Fall2000432,230101359,10500
1060400090,31/05/2023,HND01192011,230500199,11250
1210100988,31/05/2023,Fall2200988,230501804,12000
1210100077,31/05/2023,Fall2100077,230501047,18335
1210100894,31/05/2023,Fall2100894,230101716,20169
