Student ID,Date,Student Roll,Challan No,Amount
1120200172,07/08/2023,RIT01202032,230600902,9375
1060200168,07/08/2023,HND01202043,230600736,13750
1030200158,07/08/2023,BSCS01202042,230500669,7500
1030200158,07/08/2023,BSCS01202042,230600652,7500
1100400089,07/08/2023,OTT01192051,230600365,8125
1080200104,07/08/2023,MLT01202006,230500790,9875
1080200104,07/08/2023,MLT01202006,230600771,9875
1130400014,07/08/2023,BSSE01192003,230600466,10150
1210100106,07/08/2023,Fall2100106,230601149,17836
1060200137,07/08/2023,HND01202011,230600713,11250
1020400063,07/08/2023,BSBIO01192004,230500096,7750
1050400051,07/08/2023,BSENG01192042,230500151,6250
1070400037,07/08/2023,BSIT01192036,230500261,8475
1070400037,07/08/2023,BSIT01192036,230600245,8475
1110200105,07/08/2023,PSY01202033,230600862,6750
1020200103,07/08/2023,BIO01202018,230600621,8750
1120400138,07/08/2023,RIT01192044,230700257,3000
1100200094,07/08/2023,OTT01202002,230600828,10125
1100200094,07/08/2023,OTT01202002,230500847,10125
1120200169,07/08/2023,RIT01202029,230500919,13312
1210100101,07/08/2023,Fall2100101,230601223,10000
1210100101,07/08/2023,Fall2100101,230501278,10000
1100400053,07/08/2023,OTT01192007,230600330,8750
1100400053,07/08/2023,OTT01192007,230500346,8750
1100400053,07/08/2023,OTT01192007,230700420,3000
1050200082,07/08/2023,ENG01202026,230600703,7500
1210100038,07/08/2023,Fall2100038,230601165,17752
1210100058,07/08/2023,Fall2100058,230601144,19669
1210100054,07/08/2023,Fall2100054,230601143,19669
1100200097,07/08/2023,OTT01202006,230500850,10125
1100200097,07/08/2023,OTT01202006,230400852,10125
1050200058,07/08/2023,ENG01202001,230500708,5000
1050200058,07/08/2023,ENG01202001,230600689,5000
1070200053,07/08/2023,BSIT01202004,230400765,9375
1070200053,07/08/2023,BSIT01202004,230500763,9375
1070200070,07/08/2023,BSIT01202021,230400777,9750
1070200070,07/08/2023,BSIT01202021,230500775,9750
1060200132,07/08/2023,HND01202004,230500727,8750
1060200132,07/08/2023,HND01202004,230600708,8750
1060200141,07/08/2023,HND01202015,230600717,12750
1060200129,07/08/2023,HND01202002,230600707,11250
1060200129,07/08/2023,HND01202002,230500726,11250
1210100013,07/08/2023,Fall2100013,230201885,1750
1040400212,07/08/2023,DPT01192031,230500584,15968
1120200149,07/08/2023,RIT01202005,230500901,12750
1120200149,07/08/2023,RIT01202005,230600882,12750
1040400227,07/08/2023,DPT01192049,230600580,15968
1040400227,07/08/2023,DPT01192049,230500597,15968
1040400212,07/08/2023,DPT01192031,230600567,15968
1030400118,07/08/2023,BSCS01192055,230201127,1000
1210100694,07/08/2023,Fall2100694,230700834,13169
1100400065,07/08/2023,OTT01192020,230600342,8750
1120200153,07/08/2023,RIT01202010,230600886,12187
1100400071,07/08/2023,OTT01192028,230500363,8750
1100400071,07/08/2023,OTT01192028,230700437,3000
1100400071,07/08/2023,OTT01192028,230600347,8750
1210100902,07/08/2023,Fall2200902,230700812,10502
1100400072,07/08/2023,OTT01192029,230600348,8750
1100400072,07/08/2023,OTT01192029,230700438,3000
1100400072,07/08/2023,OTT01192029,230500364,8750
