Student ID,Date,Student Roll,Challan No,Amount
1210100051,27/04/2023,Fall2100051,230401012,22502
1210100203,27/04/2023,Fall2100203,230400964,13002
1210100203,27/04/2023,Fall2100203,230600943,13002
1210100203,27/04/2023,Fall2100203,230500962,13002
1210100126,27/04/2023,Fall2100126,230401173,17836
1120200167,27/04/2023,RIT01202026,230301081,11625
1210100072,27/04/2023,Fall2100072,230401168,16919
1210100072,27/04/2023,Fall2100072,230201896,2917
1120200172,27/04/2023,RIT01202032,230301085,9375
1100400054,27/04/2023,OTT01192009,230300471,7812
1030400083,27/04/2023,BSCS01192011,230300628,8475
1090400035,27/04/2023,MAT01192033,230300462,5500
1210100646,27/04/2023,Fall2100646,230301197,5000
1110200076,27/04/2023,PSY01202003,230301024,6562
1080400085,27/04/2023,MLT01192038,230300429,8562
1080400095,27/04/2023,MLT01192049,230300439,9250
1090400023,27/04/2023,MAT01192009,230600311,6250
1090400023,27/04/2023,MAT01192009,230400327,6250
1090400023,27/04/2023,MAT01192009,230300451,6250
1090400023,27/04/2023,MAT01192009,230500327,6250
1100400092,27/04/2023,OTT01192054,230300507,7500
1100400092,27/04/2023,OTT01192054,230400383,7500
1100400092,27/04/2023,OTT01192054,230500383,7500
1100400092,27/04/2023,OTT01192054,230600367,7500
1100400062,27/04/2023,OTT01192017,230300479,6875
1100400062,27/04/2023,OTT01192017,230400355,6875
1100400062,27/04/2023,OTT01192017,230500355,6875
1090200038,27/04/2023,MATH01202003,230300997,6000
1100400062,27/04/2023,OTT01192017,230600339,6875
1020400084,27/04/2023,BSBIO01192030,230300241,6250
1030400091,27/04/2023,BSCS01192019,221200186,9150
1030400091,27/04/2023,BSCS01192019,230100186,9150
1030400091,27/04/2023,BSCS01192019,230300636,9150
1210100179,27/04/2023,Fall2100179,230400999,13752
1080200132,27/04/2023,MLT01202035,230300979,10312
1080200108,27/04/2023,MLT01202010,230300957,10312
1120200151,27/04/2023,RIT01202008,230301067,12187
1030400074,27/04/2023,BSCS01192002,230300619,7800
1130400024,27/04/2023,BSSE01192017,230201919,1250
1130400024,27/04/2023,BSSE01192017,230300617,6950
1030200120,27/04/2023,BSCS01202002,230300805,9750
1080400092,27/04/2023,MLT01192045,230300436,7187
1080400092,27/04/2023,MLT01192045,230201574,2500
1120200182,27/04/2023,RIT01202042,230301095,12750
1090400033,27/04/2023,MAT01192025,230400336,5125
1090400033,27/04/2023,MAT01192025,230300460,5125
1210100265,27/04/2023,Fall2100265,230401214,16252
1040600164,27/04/2023,DPT01182046,230400073,11850
1030400092,27/04/2023,BSCS01192021,230400513,8002
1030400092,27/04/2023,BSCS01192021,230300637,8002
1120200155,27/04/2023,RIT01202012,230301071,15000
1080200102,27/04/2023,MLT01202004,230300953,8125
1210100872,27/04/2023,Fall2200872,230401363,8000
1020400066,27/04/2023,BSBIO01192007,230300223,5750
