Student ID,Date,Student Roll,Challan No,Amount
1090200045,19/09/2022,MATH01202010,22061501,2000
1090200045,19/09/2022,MATH01202010,22071799,2000
1090200045,19/09/2022,MATH01202010,22070681,1000
1210100254,19/09/2022,Fall2100254,1034815,16917
1040600179,19/09/2022,DPT01182064,1010076,10500
1120200155,19/09/2022,RIT01202012,1014056,15000
1210100013,20/09/2022,Fall2100013,1034742,19667
1210100133,20/09/2022,Fall2100133,22061933,2000
1210100133,20/09/2022,Fall2100133,1034485,17500
1210100364,20/09/2022,Fall2100364,22060158,12500
1210100113,20/09/2022,Fall2100113,1034695,11667
1030200158,20/09/2022,BSCS01202042,1012832,7501
1080200143,20/09/2022,MLT01202046,1013664,10313
1040600147,20/09/2022,DPT01182022,1009948,8745
1040600140,20/09/2022,DPT01182014,1009919,9150
1040600140,20/09/2022,DPT01182014,1009920,9150
1040600147,20/09/2022,DPT01182022,1009947,8745
1030200130,20/09/2022,BSCS01202013,1012720,10125
1070400047,20/09/2022,BSIT01192051,1011580,7125
1070400047,20/09/2022,BSIT01192051,1011581,7125
